filepath,true_label,n_steps,prediction,reasoning,roc_probability,success,error,api_time,confidence_score,actual_steps,enough_steps,rule_details,rule_score
vasp-data-files/101100001100111110000000/OSZICAR,0,100,1,可能收敛(得分=0.535)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.002); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.001058340072631836,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.002)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=3.68e-03<6e-03, rms=1.81e-02<7e-02)""}}",0.535
vasp-data-files/111110000100010000111110/OSZICAR,0,100,1,很可能收敛(得分=0.765)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000)，当前dE=8.24e-05很小; 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.001); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010917186737060547,7,100,True,"{""能量收敛趋势规则"": {""score"": 0.8999999999999999, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)，当前dE=8.24e-05很小""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=8.24e-05<6e-03, rms=2.46e-03<7e-02)""}}",0.765
vasp-data-files/100101001100010000001100/OSZICAR,1,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.004); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.003); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010819435119628906,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.004)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.003)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=2.84e-02<7e-02)，但能量未收敛(dE=2.97e-02)""}}",0.415
vasp-data-files/100010001001111100101001/OSZICAR,1,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0010523796081542969,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=3.79e-03<6e-03, rms=6.69e-03<7e-02)""}}",0.715
vasp-data-files/100101101101101011001111/OSZICAR,0,100,1,可能收敛(得分=0.595)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0010852813720703125,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=7.95e-03<7e-02)，但能量未收敛(dE=1.21e-02)""}}",0.595
vasp-data-files/101100010101110001000100/OSZICAR,1,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.001); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010907649993896484,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=6.14e-04<6e-03, rms=2.09e-03<7e-02)""}}",0.715
vasp-data-files/110110100101001100111100/OSZICAR,1,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.001); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0010480880737304688,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.001)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.54e-04<6e-03, rms=7.09e-03<7e-02)""}}",0.715
vasp-data-files/100011110011111010000110/OSZICAR,1,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.001); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0011067390441894531,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.001)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=4.75e-04<6e-03, rms=1.69e-03<7e-02)""}}",0.715
vasp-data-files/110100111100111101010011/OSZICAR,0,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.002); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.004); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0010826587677001953,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.002)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.004)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=3.15e-02<7e-02)，但能量未收敛(dE=1.26e-02)""}}",0.415
vasp-data-files/101001001100111011000101/OSZICAR,1,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.003); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0010464191436767578,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.003)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=5.35e-04<6e-03, rms=3.97e-03<7e-02)""}}",0.715
vasp-data-files/110100110001110001011001/OSZICAR,0,100,1,可能收敛(得分=0.595)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0011036396026611328,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=1.20e-02<7e-02)，但能量未收敛(dE=1.02e-02)""}}",0.595
vasp-data-files/111010110000111110010000/OSZICAR,0,100,0,很可能不收敛(得分=0.340)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.030)，当前dE=1.71e-01较大; 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.001); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0010676383972167969,3,100,True,"{""能量收敛趋势规则"": {""score"": 0.0, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.030)，当前dE=1.71e-01较大""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=4.40e-02<7e-02)，但能量未收敛(dE=1.71e-01)""}}",0.33999999999999997
vasp-data-files/101100000100111110000000/OSZICAR,0,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.004); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.002); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010530948638916016,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.004)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.002)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=3.48e-02<7e-02)，但能量未收敛(dE=4.07e-02)""}}",0.415
vasp-data-files/100001011111111001010111/OSZICAR,0,100,1,可能收敛(得分=0.535)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0010945796966552734,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=4.39e-03<6e-03, rms=9.96e-03<7e-02)""}}",0.535
vasp-data-files/111110001100010010111111/OSZICAR,0,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010559558868408203,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=2.34e-04<6e-03, rms=5.96e-03<7e-02)""}}",0.715
vasp-data-files/110000000011100101010001/OSZICAR,0,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.001); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.001); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010826587677001953,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.001)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=5.11e-03<7e-02)，但能量未收敛(dE=7.08e-03)""}}",0.415
vasp-data-files/111100000101111100100000/OSZICAR,1,100,1,可能收敛(得分=0.635)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0010836124420166016,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.84e-03<6e-03, rms=7.81e-03<7e-02)""}}",0.635
vasp-data-files/100011110011111010100110/OSZICAR,1,100,1,很可能收敛(得分=0.840)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.003)，当前dE=4.55e-05很小; 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.002); 震荡检测规则: 存在一定震荡(比例=0.38),,True,,0.0010581016540527344,8,100,True,"{""能量收敛趋势规则"": {""score"": 0.8999999999999999, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.003)，当前dE=4.55e-05很小""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.002)""}, ""震荡检测规则"": {""score"": 0.5, ""weight"": 0.15, ""reason"": ""存在一定震荡(比例=0.38)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=4.55e-05<6e-03, rms=2.03e-03<7e-02)""}}",0.8400000000000001
vasp-data-files/111110110101110100110100/OSZICAR,0,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.88),,True,,0.0010912418365478516,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.88)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.54e-03<6e-03, rms=4.85e-03<7e-02)""}}",0.715
vasp-data-files/100111001111010100101000/OSZICAR,0,100,0,很可能不收敛(得分=0.340)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.015)，当前dE=1.49e-01较大; 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.009); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.001088857650756836,3,100,True,"{""能量收敛趋势规则"": {""score"": 0.0, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.015)，当前dE=1.49e-01较大""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.009)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=5.53e-02<7e-02)，但能量未收敛(dE=1.49e-01)""}}",0.33999999999999997
vasp-data-files/101100000101010001101100/OSZICAR,1,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.001); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010519027709960938,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=1.74e-02<7e-02)，但能量未收敛(dE=7.05e-03)""}}",0.415
vasp-data-files/101100010101110000111100/OSZICAR,1,100,1,可能收敛(得分=0.535)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0010905265808105469,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.38e-04<6e-03, rms=2.72e-03<7e-02)""}}",0.535
vasp-data-files/110101000101000011111110/OSZICAR,1,100,0,可能不收敛(得分=0.415)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.000); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0010745525360107422,4,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=2.45e-02<7e-02)，但能量未收敛(dE=2.96e-02)""}}",0.415
vasp-data-files/101101000101111100000000/OSZICAR,1,100,1,可能收敛(得分=0.615)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010466575622558594,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=2.66e-04<6e-03, rms=2.78e-03<7e-02)""}}",0.615
vasp-data-files/110001111110110011011111/OSZICAR,0,100,1,可能收敛(得分=0.520)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000)，当前dE=3.12e-01较大; 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.005); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.001107931137084961,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.39999999999999997, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)，当前dE=3.12e-01较大""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.005)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 0.7, ""weight"": 0.4, ""reason"": ""电荷密度已收敛(rms=4.11e-02<7e-02)，但能量未收敛(dE=3.12e-01)""}}",0.52
vasp-data-files/101110001110011101010011/OSZICAR,0,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微下降趋势(trend_score=0.011); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.002); 震荡检测规则: 严重震荡(比例=0.50),,True,,0.0011031627655029297,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微下降趋势(trend_score=0.011)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.002)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.50)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=5.29e-04<6e-03, rms=6.93e-03<7e-02)""}}",0.715
vasp-data-files/110000011100011000001011/OSZICAR,1,100,1,很可能收敛(得分=0.765)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000)，当前dE=8.84e-05很小; 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0010552406311035156,7,100,True,"{""能量收敛趋势规则"": {""score"": 0.8999999999999999, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)，当前dE=8.84e-05很小""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=8.84e-05<6e-03, rms=1.22e-03<7e-02)""}}",0.765
vasp-data-files/101000001110001111010111/OSZICAR,1,100,1,很可能收敛(得分=0.715)。详细: 能量收敛趋势规则: 能量变化呈轻微稳定趋势(trend_score=0.000); 电荷密度收敛趋势规则: 电荷密度残差呈轻微稳定趋势(trend_score=0.000); 震荡检测规则: 严重震荡(比例=0.62),,True,,0.0011000633239746094,6,100,True,"{""能量收敛趋势规则"": {""score"": 0.7, ""weight"": 0.25, ""reason"": ""能量变化呈轻微稳定趋势(trend_score=0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.7, ""weight"": 0.2, ""reason"": ""电荷密度残差呈轻微稳定趋势(trend_score=0.000)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.62)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.78e-04<6e-03, rms=1.75e-03<7e-02)""}}",0.715
vasp-data-files/101111100000000011101101/OSZICAR,0,100,1,可能收敛(得分=0.535)。详细: 能量收敛趋势规则: 能量变化趋势不明确(trend_score=-0.000); 电荷密度收敛趋势规则: 电荷密度残差趋势不明确(trend_score=-0.001); 震荡检测规则: 严重震荡(比例=0.75),,True,,0.0010514259338378906,5,100,True,"{""能量收敛趋势规则"": {""score"": 0.3, ""weight"": 0.25, ""reason"": ""能量变化趋势不明确(trend_score=-0.000)""}, ""电荷密度收敛趋势规则"": {""score"": 0.3, ""weight"": 0.2, ""reason"": ""电荷密度残差趋势不明确(trend_score=-0.001)""}, ""震荡检测规则"": {""score"": 0.0, ""weight"": 0.15, ""reason"": ""严重震荡(比例=0.75)""}, ""收敛阈值规则"": {""score"": 1.0, ""weight"": 0.4, ""reason"": ""已达到收敛标准(dE=1.01e-03<6e-03, rms=1.29e-02<7e-02)""}}",0.535
